snapshot_id,source_effective_date,brand,market,currency,reference_code,product_name,price_status,price,family,model,size_label,use_tag,bag_type,material_raw,material_group,dimensions_cm,regular_special,collection_label,scope_status,isolation_reason,pairing_readiness,dimension_status,comparison_group_id,source_url
refresh_2026-09-07_us:Chanel:AS6231B24332UA206,2026-09-07,Chanel,US,USD,AS6231B24332UA206,Maxi Flap Bag,numeric,8500,Flap,Maxi Flap Bag,maxi,flap,flap,Grained Calfskin & Gold-Tone Metal,leather,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|flap|maxi|leather,https://www.chanel.com/us/fashion/p/AS6231B24332UA206/maxi-flap-bag-grained-calfskin-gold-tone-metal/
refresh_2026-09-07_us:Chanel:AS6627B24009UA848,2026-09-07,Chanel,US,USD,AS6627B24009UA848,Maxi Flap Bag,numeric,8500,Flap,Maxi Flap Bag,maxi,flap,flap,Suede Calfskin & Gold-Tone Metal,leather,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|flap|maxi|leather,https://www.chanel.com/us/fashion/p/AS6627B24009UA848/maxi-flap-bag-suede-calfskin-gold-tone-metal/
refresh_2026-09-07_us:Chanel:A01113Y04059UB639,2026-09-07,Chanel,US,USD,A01113Y04059UB639,Small Classic Handbag,numeric,11300,Classic,Small Classic Handbag,small,flap,flap,Lambskin & Gold-Tone Metal,leather,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|flap|small|leather,https://www.chanel.com/us/fashion/p/A01113Y04059UB639/small-classic-handbag-lambskin-gold-tone-metal/
refresh_2026-09-07_us:Chanel:AS6475B25599UD180,2026-09-07,Chanel,US,USD,AS6475B25599UD180,Shopping Bag,numeric,7300,Shopping,Shopping Bag,unknown,tote,tote,Suede Calfskin & Gold-Tone Metal,leather,,not_disclosed,,unknown_size,size_label_unknown;regular_special_not_disclosed,blocked,unknown,US|tote|unknown|leather,https://www.chanel.com/us/fashion/p/AS6475B25599UD180/shopping-bag-suede-calfskin-gold-tone-metal/
refresh_2026-09-07_us:Chanel:AS5293B25798UC713,2026-09-07,Chanel,US,USD,AS5293B25798UC713,Chanel 25 Small Handbag,numeric,6200,Chanel 25,Chanel 25 Small Handbag,small,unknown,unknown,Felt & Gold-Tone Metal,unknown,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|unknown|small|unknown,https://www.chanel.com/us/fashion/p/AS5293B25798UC713/chanel-25-small-handbag-felt-gold-tone-metal/
refresh_2026-09-07_us:Chanel:AS5293B25865NJ262,2026-09-07,Chanel,US,USD,AS5293B25865NJ262,Chanel 25 Small Handbag,numeric,8900,Chanel 25,Chanel 25 Small Handbag,small,unknown,unknown,Shearling Sheepskin & Gold-Tone Metal,unknown,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|unknown|small|unknown,https://www.chanel.com/us/fashion/p/AS5293B25865NJ262/chanel-25-small-handbag-shearling-sheepskin-gold-tone-metal/
refresh_2026-09-07_us:Chanel:AS6627B25600U4037,2026-09-07,Chanel,US,USD,AS6627B25600U4037,Maxi Flap Bag,numeric,9800,Flap,Maxi Flap Bag,maxi,flap,flap,Shearling Lambskin & Gold-Tone Metal,leather,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|flap|maxi|leather,https://www.chanel.com/us/fashion/p/AS6627B25600U4037/maxi-flap-bag-shearling-lambskin-gold-tone-metal/
refresh_2026-09-07_us:Chanel:AS6617B2621894305,2026-09-07,Chanel,US,USD,AS6617B2621894305,Small Hobo Bag,numeric,5200,Hobo,Small Hobo Bag,small,hobo,hobo,Calfskin & Gold-Tone Metal,leather,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|hobo|small|leather,https://www.chanel.com/us/fashion/p/AS6617B2621894305/small-hobo-bag-calfskin-gold-tone-metal/
refresh_2026-09-07_us:Chanel:AS6584B25946UD575,2026-09-07,Chanel,US,USD,AS6584B25946UD575,Bucket Bag,numeric,6700,Bucket,Bucket Bag,unknown,bucket,bucket,"Suede Calfskin, Calfskin & Gold-Tone Metal",leather,,not_disclosed,,unknown_size,size_label_unknown;regular_special_not_disclosed,blocked,unknown,US|bucket|unknown|leather,https://www.chanel.com/us/fashion/p/AS6584B25946UD575/bucket-bag-suede-calfskin-calfskin-gold-tone-metal/
refresh_2026-09-07_us:Chanel:AS6580B24074U9390,2026-09-07,Chanel,US,USD,AS6580B24074U9390,Large Bowling Bag,numeric,6500,Bowling,Large Bowling Bag,large,tote,tote,"Suede Calfskin, Calfskin & Gold-Tone Metal",leather,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|tote|large|leather,https://www.chanel.com/us/fashion/p/AS6580B24074U9390/large-bowling-bag-suede-calfskin-calfskin-gold-tone-metal/
refresh_2026-09-07_us:Hermès:H085414CKAO,2026-09-07,Hermès,US,USD,H085414CKAO,Herbag Zip 20 bag,numeric,3200,Herbag,Herbag Zip 20 bag,20,crossbody,crossbody,H Viking canvas and Hunter cowhide,mixed_textile_leather,20.6 x 16.5 x 7.1 cm,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,numeric,US|crossbody|20|mixed_textile_leather,https://www.hermes.com/us/en/product/herbag-zip-20-bag-H085414CKAO/
refresh_2026-09-07_us:Hermès:H087076CKAB,2026-09-07,Hermès,US,USD,H087076CKAB,Lassoie Hermès bag,numeric,4700,Lassoie,Lassoie Hermès bag,unknown,crossbody,crossbody,"""Eperon D'Or Bandana"" printed silk and Swift calfskin",mixed_textile_leather,19.1 x 21.1 x 11.9 cm,not_disclosed,,unknown_size,size_label_unknown;regular_special_not_disclosed,blocked,numeric,US|crossbody|unknown|mixed_textile_leather,https://www.hermes.com/us/en/product/lassoie-hermes-bag-H087076CKAB/
refresh_2026-09-07_us:Hermès:H087119CKAA,2026-09-07,Hermès,US,USD,H087119CKAA,Jypsiere mini Toile & Cuir bag,numeric,9350,Jypsiere,Jypsiere mini Toile & Cuir bag,mini,crossbody,crossbody,H canvas and Swift calfskin,mixed_textile_leather,22.1 x 14.7 x 5.3 cm,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,numeric,US|crossbody|mini|mixed_textile_leather,https://www.hermes.com/us/en/product/jypsiere-mini-toile-and-cuir-bag-H087119CKAA/
refresh_2026-09-07_us:Hermès:H083969CKAU,2026-09-07,Hermès,US,USD,H083969CKAU,Bolide on Wheels bag,numeric,20600,Bolide,Bolide on Wheels bag,unknown,top-handle,top-handle,Epsom calfskin,leather,19.1 x 21.1 x 7.4 cm,not_disclosed,,unknown_size,size_label_unknown;regular_special_not_disclosed,blocked,numeric,US|top-handle|unknown|leather,https://www.hermes.com/us/en/product/bolide-on-wheels-bag-H083969CKAU/
refresh_2026-09-07_us:Hermès:H085054CK37,2026-09-07,Hermès,US,USD,H085054CK37,So Medor bag,numeric,8400,So Medor,So Medor bag,unknown,shoulder,shoulder,Togo calfskin,leather,19.1 x 22.1 x 20.1 cm,not_disclosed,,unknown_size,size_label_unknown;regular_special_not_disclosed,blocked,numeric,US|shoulder|unknown|leather,https://www.hermes.com/us/en/product/so-medor-bag-H085054CK37/
refresh_2026-09-07_us:Hermès:H069523CCBZ,2026-09-07,Hermès,US,USD,H069523CCBZ,Halzan mini bag,numeric,6500,Halzan,Halzan mini bag,mini,shoulder,shoulder,Swift calfskin,leather,21.6 x 15.2 x 6.3 cm,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,numeric,US|shoulder|mini|leather,https://www.hermes.com/us/en/product/halzan-mini-bag-H069523CCBZ/
refresh_2026-09-07_us:Hermès:H088914CK37,2026-09-07,Hermès,US,USD,H088914CK37,Hermès Videpoches bag,numeric,5500,Videpoches,Hermès Videpoches bag,unknown,crossbody,crossbody,Togo calfskin,leather,26.9 x 14 x 4.1 cm,not_disclosed,,unknown_size,size_label_unknown;regular_special_not_disclosed,blocked,numeric,US|crossbody|unknown|leather,https://www.hermes.com/us/en/product/hermes-videpoches-bag-H088914CK37/
refresh_2026-09-07_us:Hermès:H071240C0AV,2026-09-07,Hermès,US,USD,H071240C0AV,Jige Elan 29 clutch,numeric,5500,Jige Elan,Jige Elan 29 clutch,29,evening/mini,clutch,Doblis and Swift calfskin,leather,29 x 15 x 2.5 cm,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,numeric,US|clutch|29|leather,https://www.hermes.com/us/en/product/jige-elan-29-clutch-H071240C0AV/
refresh_2026-09-07_us:Hermès:H087960CT89,2026-09-07,Hermès,US,USD,H087960CT89,Mallette bag,numeric,14200,Mallette,Mallette bag,unknown,top-handle,top-handle,Box calfskin,leather,19.1 x 9.9 x 5.6 cm,not_disclosed,,unknown_size,size_label_unknown;regular_special_not_disclosed,blocked,numeric,US|top-handle|unknown|leather,https://www.hermes.com/us/en/product/mallette-bag-H087960CT89/
refresh_2026-09-07_us:Hermès:H086962CK0G,2026-09-07,Hermès,US,USD,H086962CK0G,Sanglons clutch,numeric,7100,Sanglons,Sanglons clutch,unknown,evening/mini,clutch,Chamkila goatskin,leather,19.3 x 9.9 x 3.8 cm,not_disclosed,,unknown_size,size_label_unknown;regular_special_not_disclosed,blocked,numeric,US|clutch|unknown|leather,https://www.hermes.com/us/en/product/sanglons-clutch-H086962CK0G/
refresh_2026-09-07_us:Hermès:H086915CK89,2026-09-07,Hermès,US,USD,H086915CK89,Poche Cliquetis bag,numeric,8100,Poche Cliquetis,Poche Cliquetis bag,unknown,crossbody,crossbody,Swift calfskin,leather,22.6 x 25.4 x 2.5 cm,not_disclosed,,unknown_size,size_label_unknown;regular_special_not_disclosed,blocked,numeric,US|crossbody|unknown|leather,https://www.hermes.com/us/en/product/poche-cliquetis-bag-H086915CK89/
refresh_2026-09-07_us:Hermès:H085690CKBF,2026-09-07,Hermès,US,USD,H085690CKBF,Hermès In-the-Loop 18 bag,numeric,5350,In-the-Loop,Hermès In-the-Loop 18 bag,18,shoulder,shoulder,H canvas and Swift calfskin,mixed_textile_leather,18 x 19.6 x 11.9 cm,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,numeric,US|shoulder|18|mixed_textile_leather,https://www.hermes.com/us/en/product/hermes-in-the-loop-18-bag-H085690CKBF/
refresh_2026-09-07_us:Hermès:H087950CK89,2026-09-07,Hermès,US,USD,H087950CK89,Mini Medor bag,numeric,7300,Medor,Mini Medor bag,mini,evening/mini,mini,Chamkila goatskin,leather,14.5 x 15 x 14.5 cm,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,numeric,US|mini|mini|leather,https://www.hermes.com/us/en/product/mini-medor-bag-H087950CK89/
refresh_2026-09-07_us:Hermès:H086717CKAC,2026-09-07,Hermès,US,USD,H086717CKAC,Neo Garden Voyage 41 bag,numeric,5450,Neo Garden,Neo Garden Voyage 41 bag,41,tote/shopper,tote,Militaire canvas and Negonda calfskin,mixed_textile_leather,41.4 x 30.5 x 23.1 cm,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,numeric,US|tote|41|mixed_textile_leather,https://www.hermes.com/us/en/product/neo-garden-voyage-41-bag-H086717CKAC/
refresh_2026-09-07_us:Hermès:H082901CCCA,2026-09-07,Hermès,US,USD,H082901CCCA,Bolide 1923 - 25 verso bag,numeric,8950,Bolide,Bolide 1923 - 25 verso bag,25,top-handle,top-handle,Evercolor calfskin,leather,25.9 x 20.1 x 9.9 cm,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,numeric,US|top-handle|25|leather,https://www.hermes.com/us/en/product/bolide-1923-25-verso-bag-H082901CCCA/
refresh_2026-09-07_us:Hermès:H089099CAAA,2026-09-07,Hermès,US,USD,H089099CAAA,Neo Double Sens 35 bicolor bag,numeric,5850,Neo Double Sens,Neo Double Sens 35 bicolor bag,35,tote/shopper,tote,taurillon Clemence leather and Swift calfskin,leather,27.9 x 35.1 x 9.4 cm,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,numeric,US|tote|35|leather,https://www.hermes.com/us/en/product/neo-double-sens-35-bicolor-bag-H089099CAAA/
refresh_2026-09-07_us:Hermès:H087987CK89,2026-09-07,Hermès,US,USD,H087987CK89,Hermès Videpoches bag,numeric,3975,Videpoches,Hermès Videpoches bag,unknown,crossbody,crossbody,Togo calfskin,leather,26.9 x 14 x 4.1 cm,not_disclosed,,unknown_size,size_label_unknown;regular_special_not_disclosed,blocked,numeric,US|crossbody|unknown|leather,https://www.hermes.com/us/en/product/hermes-videpoches-bag-H087987CK89/
refresh_2026-09-07_us:Hermès:H087934CKAA,2026-09-07,Hermès,US,USD,H087934CKAA,Neo Garden Voyage 41 bredies bag,numeric,9900,Neo Garden,Neo Garden Voyage 41 bredies bag,41,tote/shopper,tote,"Militaire canvas, Togo, Negonda and Swift calfskin",mixed_textile_leather,41.4 x 30.5 x 23.1 cm,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,numeric,US|tote|41|mixed_textile_leather,https://www.hermes.com/us/en/product/neo-garden-voyage-41-bredies-bag-H087934CKAA/
refresh_2026-09-07_us:Hermès:H087987CKH0,2026-09-07,Hermès,US,USD,H087987CKH0,Hermès Videpoches bag,numeric,3975,Videpoches,Hermès Videpoches bag,unknown,crossbody,crossbody,Togo calfskin,leather,26.9 x 14 x 4.1 cm,not_disclosed,,unknown_size,size_label_unknown;regular_special_not_disclosed,blocked,numeric,US|crossbody|unknown|leather,https://www.hermes.com/us/en/product/hermes-videpoches-bag-H087987CKH0/
refresh_2026-09-07_us:Hermès:H086717CKAH,2026-09-07,Hermès,US,USD,H086717CKAH,Neo Garden Voyage 41 bag,numeric,5450,Neo Garden,Neo Garden Voyage 41 bag,41,tote/shopper,tote,Militaire canvas and Negonda calfskin,mixed_textile_leather,41.4 x 30.5 x 23.1 cm,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,numeric,US|tote|41|mixed_textile_leather,https://www.hermes.com/us/en/product/neo-garden-voyage-41-bag-H086717CKAH/
refresh_2026-09-07_us:Hermès:H084948CK89,2026-09-07,Hermès,US,USD,H084948CK89,En Piste clutch,numeric,7650,En Piste,En Piste clutch,unknown,evening/mini,clutch,Chamkila goatskin,leather,14 x 13 x 5.1 cm,not_disclosed,,unknown_size,size_label_unknown;regular_special_not_disclosed,blocked,numeric,US|clutch|unknown|leather,https://www.hermes.com/us/en/product/en-piste-clutch-H084948CK89/
refresh_2026-09-07_us:Louis Vuitton:M27242,2026-09-07,Louis Vuitton,US,USD,M27242,Wallet On Chain Trotter,numeric,1750,Wallet On Chain Trotter,Wallet On Chain Trotter,small,small-leather-goods,small-leather-goods,Monogram coated canvas,textile,21.6 x 12.4 x 3 cm,not_disclosed,,sensitivity_only,woc_or_small_leather_goods;regular_special_not_disclosed,blocked,numeric,US|small-leather-goods|small|textile,https://us.louisvuitton.com/eng-us/products/wallet-on-chain-trotter-monogram-nvprod7960004v/M27242
refresh_2026-09-07_us:Louis Vuitton:M13567,2026-09-07,Louis Vuitton,US,USD,M13567,Pochette Eva,numeric,1500,Pochette Eva,Pochette Eva,small,small-leather-goods,small-leather-goods,Monogram coated canvas,textile,26.9 x 10.9 x 5.1 cm,not_disclosed,,sensitivity_only,woc_or_small_leather_goods;regular_special_not_disclosed,blocked,numeric,US|small-leather-goods|small|textile,https://us.louisvuitton.com/eng-us/products/pochette-eva-monogram-nvprod6380091v/M13567
refresh_2026-09-07_us:Louis Vuitton:M82766,2026-09-07,Louis Vuitton,US,USD,M82766,Pochette Accessoires,numeric,1710,Pochette Accessoires,Pochette Accessoires,small,small-leather-goods,small-leather-goods,Monogram coated canvas,textile,23.6 x 13.5 x 4.1 cm,not_disclosed,,sensitivity_only,woc_or_small_leather_goods;regular_special_not_disclosed,blocked,numeric,US|small-leather-goods|small|textile,https://us.louisvuitton.com/eng-us/products/pochette-accessoires-monogram-nvprod4710018v/M82766
refresh_2026-09-07_us:Louis Vuitton:M81896,2026-09-07,Louis Vuitton,US,USD,M81896,Pochette Félicie,numeric,1630,Pochette Félicie,Pochette Félicie,small,small-leather-goods,small-leather-goods,Monogram coated canvas,textile,21.1 x 11.9 x 3 cm,not_disclosed,,sensitivity_only,woc_or_small_leather_goods;regular_special_not_disclosed,blocked,numeric,US|small-leather-goods|small|textile,https://us.louisvuitton.com/eng-us/products/felicie-pochette-monogram-nvprod4400082v/M81896
refresh_2026-09-07_us:Louis Vuitton:M2A366,2026-09-07,Louis Vuitton,US,USD,M2A366,All In BB,numeric,3350,All In,All In BB,BB,shoulder,shoulder,Calf leather,leather,16 x 18 x 11.9 cm,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,numeric,US|shoulder|BB|leather,https://us.louisvuitton.com/eng-us/products/low-key-all-in-bb-h31-nvprod6520136v/M2A366
refresh_2026-09-07_us:Louis Vuitton:M2A467,2026-09-07,Louis Vuitton,US,USD,M2A467,Neverfull Inside Out BB,numeric,2900,Neverfull,Neverfull Inside Out BB,BB,tote/shopper,tote,Cowhide leather,leather,26.4 x 16.5 x 10.9 cm,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,numeric,US|tote|BB|leather,https://us.louisvuitton.com/eng-us/products/neverfull-bandouliere-inside-out-bb-h33-nvprod5770174v/M2A467
refresh_2026-09-07_us:Louis Vuitton:M2A323,2026-09-07,Louis Vuitton,US,USD,M2A323,Hobo,numeric,3600,Low Key,Hobo,PM,shoulder,hobo,Calf leather,leather,23.9 x 27.9 x 16 cm,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,numeric,US|hobo|PM|leather,https://us.louisvuitton.com/eng-us/products/low-key-hobo-pm-h31-nvprod5580029v/M2A323
refresh_2026-09-07_us:Louis Vuitton:M28354,2026-09-07,Louis Vuitton,US,USD,M28354,Neverfull Inside Out MM,numeric,3200,Neverfull,Neverfull Inside Out MM,MM,tote/shopper,tote,Cowhide leather,leather,47 x 27.9 x 14 cm,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,numeric,US|tote|MM|leather,https://us.louisvuitton.com/eng-us/products/neverfull-inside-out-mm-h33-nvprod5770173v/M28354
refresh_2026-09-07_us:Louis Vuitton:M2A711,2026-09-07,Louis Vuitton,US,USD,M2A711,Nano CarryAll,numeric,2050,CarryAll,Nano CarryAll,nano,evening/mini,mini,Monogram coated canvas,textile,16 x 15 x 9.4 cm,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,numeric,US|mini|nano|textile,https://us.louisvuitton.com/eng-us/products/nano-carryall-monogram-nvprod7890133v/M2A711
refresh_2026-09-07_us:Louis Vuitton:M46203,2026-09-07,Louis Vuitton,US,USD,M46203,CarryAll PM,numeric,2940,CarryAll,CarryAll PM,PM,tote/shopper,tote,Monogram coated canvas,textile,29 x 23.9 x 11.9 cm,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,numeric,US|tote|PM|textile,https://us.louisvuitton.com/eng-us/products/carryall-pm-monogram-nvprod3770016v/M46203
refresh_2026-09-07_us:Louis Vuitton:M45832,2026-09-07,Louis Vuitton,US,USD,M45832,Boulogne PM,numeric,2700,Boulogne,Boulogne PM,PM,shoulder,shoulder,Monogram coated canvas,textile,25.9 x 16 x 9.4 cm,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,numeric,US|shoulder|PM|textile,https://us.louisvuitton.com/eng-us/products/boulogne-pm-monogram-nvprod2900152v/M45832
refresh_2026-09-07_us:Louis Vuitton:M46049,2026-09-07,Louis Vuitton,US,USD,M46049,Diane,numeric,2700,Diane,Diane,unknown,shoulder,shoulder,Monogram coated canvas,textile,23.9 x 15 x 8.9 cm,not_disclosed,,unknown_size,size_label_unknown;regular_special_not_disclosed,blocked,numeric,US|shoulder|unknown|textile,https://us.louisvuitton.com/eng-us/products/diane-monogram-nvprod3400009v/M46049
refresh_2026-09-07_us:Louis Vuitton:M2A126,2026-09-07,Louis Vuitton,US,USD,M2A126,Alma BB,numeric,2800,Alma,Alma BB,BB,top-handle,top-handle,Monogram Empreinte Leather,leather,23.6 x 17.5 x 11.4 cm,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,numeric,US|top-handle|BB|leather,https://us.louisvuitton.com/eng-us/products/alma-bb-monogram-empreinte-nvprod6890001v/M2A126
refresh_2026-09-07_us:Louis Vuitton:M29977,2026-09-07,Louis Vuitton,US,USD,M29977,Speedy Bandoulière 20,numeric,2850,Speedy,Speedy Bandoulière 20,20,top-handle,top-handle,Monogram Empreinte Leather,leather,20.6 x 13.5 x 11.9 cm,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,numeric,US|top-handle|20|leather,https://us.louisvuitton.com/eng-us/products/speedy-bandouliere-20-nvprod3160023v/M29977
refresh_2026-09-07_us:Louis Vuitton:M2A335,2026-09-07,Louis Vuitton,US,USD,M2A335,Diane,numeric,2940,Diane,Diane,unknown,shoulder,shoulder,Embossed cowhide leather,leather,23.9 x 15 x 8.9 cm,not_disclosed,,unknown_size,size_label_unknown;regular_special_not_disclosed,blocked,numeric,US|shoulder|unknown|leather,https://us.louisvuitton.com/eng-us/products/diane-monogram-empreinte-nvprod6150009v/M2A335
refresh_2026-09-07_us:Louis Vuitton:M2A011,2026-09-07,Louis Vuitton,US,USD,M2A011,Nano Madeleine,numeric,2300,Madeleine,Nano Madeleine,nano,evening/mini,mini,Cowhide leather,leather,21.1 x 12.4 x 6.1 cm,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,numeric,US|mini|nano|leather,https://us.louisvuitton.com/eng-us/products/nano-madeleine-monogram-empreinte-nvprod5890028v/M2A011
refresh_2026-09-07_us:Louis Vuitton:M46990,2026-09-07,Louis Vuitton,US,USD,M46990,Alma BB,numeric,2000,Alma,Alma BB,BB,top-handle,top-handle,Monogram coated canvas,textile,23.6 x 17.5 x 11.4 cm,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,numeric,US|top-handle|BB|textile,https://us.louisvuitton.com/eng-us/products/alma-bb-monogram-nvprod5190086v/M46990
refresh_2026-09-07_us:Louis Vuitton:M46784,2026-09-07,Louis Vuitton,US,USD,M46784,High Rise,numeric,2020,High Rise,High Rise,unknown,crossbody,bumbag,Monogram coated canvas,textile,34.5 x 16 x 7.6 cm,not_disclosed,,unknown_size,size_label_unknown;regular_special_not_disclosed,blocked,numeric,US|bumbag|unknown|textile,https://us.louisvuitton.com/eng-us/products/high-rise-monogram-nvprod4690067v/M46784
