observation_id,brand,product_name,product_family,official_sku_or_reference,category,subcategory,bag_type,collection,iconic_or_signature_flag,material,color,hardware,dimensions_raw,width_cm,height_cm,depth_cm,size_label,market,country,currency,price,price_status,availability,source_url,observed_at,extraction_method,discovery_source_url,discovered_at
DIOR-FR-M2867ODKZ_M900-20260815,Dior,Small Dior Toujours Hobo Bag,Dior Toujours,M2867ODKZ_M900,handbags,handbag,hobo,Automne-Hiver 2026-2027 Fashion Show,,Lambskin Cannage,black,Gold-finish Dior signature hardware,22.5 x 14 x 7.5 cm (Longueur x Hauteur x Largeur),22.5,14,7.5,small,FR,France,EUR,3100,numeric,available_online,https://www.dior.com/fr_fr/fashion/products/M2867ODKZ_M900,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/fr_fr/fashion/mode-femme/sacs/tous-les-sacs,2026-08-15T20:20:39+08:00
DIOR-US-M2867ODKZ_M900-20260815,Dior,Small Dior Toujours Hobo Bag,Dior Toujours,M2867ODKZ_M900,handbags,handbag,hobo,Automne-Hiver 2026-2027 Fashion Show,,Lambskin Cannage,black,Gold-finish Dior signature hardware,22.5 x 14 x 7.5 cm (Longueur x Hauteur x Largeur),22.5,14,7.5,small,US,United States,USD,,unresolved,available_online,https://www.dior.com/en_us/fashion/products/M2867ODKZ_M900,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/en_us/fashion/womens-fashion/bags/all-the-bags,2026-08-15T20:20:39+08:00
DIOR-FR-M2867PDUN_M18S-20260815,Dior,Small Dior Toujours Hobo Bag,Dior Toujours,M2867PDUN_M18S,handbags,handbag,hobo,Automne-Hiver 2026-2027 Fashion Show,,Goatskin suede Cannage,khaki,Gold-finish Dior signature hardware,22.5 x 14 x 7.5 cm (Longueur x Hauteur x Largeur),22.5,14,7.5,small,FR,France,EUR,,unresolved,available_online,https://www.dior.com/fr_fr/fashion/products/M2867PDUN_M18S,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/fr_fr/fashion/mode-femme/sacs/tous-les-sacs,2026-08-15T20:20:39+08:00
DIOR-US-M2867PDUN_M18S-20260815,Dior,Small Dior Toujours Hobo Bag,Dior Toujours,M2867PDUN_M18S,handbags,handbag,hobo,Automne-Hiver 2026-2027 Fashion Show,,Goatskin suede Cannage,khaki,Gold-finish Dior signature hardware,22.5 x 14 x 7.5 cm (Longueur x Hauteur x Largeur),22.5,14,7.5,small,US,United States,USD,,unresolved,available_online,https://www.dior.com/en_us/fashion/products/M2867PDUN_M18S,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/en_us/fashion/womens-fashion/bags/all-the-bags,2026-08-15T20:20:39+08:00
DIOR-FR-M1388OEJP_M918-20260815,Dior,Medium Dior Blooming Basket Bag,Dior Blooming,M1388OEJP_M918,handbags,handbag,tote,Automne-Hiver 2026-2027 Fashion Show,,Raffia-effect Cannage and calfskin,brown,Gold-finish Dior signature hardware,51 x 31.5 x 15 cm (Longueur x Hauteur x Largeur),51,31.5,15,medium,FR,France,EUR,3100,numeric,available_online,https://www.dior.com/fr_fr/fashion/products/M1388OEJP_M918,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/fr_fr/fashion/mode-femme/sacs/tous-les-sacs,2026-08-15T20:20:39+08:00
DIOR-US-M1388OEJP_M918-20260815,Dior,Medium Dior Blooming Basket Bag,Dior Blooming,M1388OEJP_M918,handbags,handbag,tote,Automne-Hiver 2026-2027 Fashion Show,,Raffia-effect Cannage and calfskin,brown,Gold-finish Dior signature hardware,51 x 31.5 x 15 cm (Longueur x Hauteur x Largeur),51,31.5,15,medium,US,United States,USD,3700,numeric,available_online,https://www.dior.com/en_us/fashion/products/M1388OEJP_M918,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/en_us/fashion/womens-fashion/bags/all-the-bags,2026-08-15T20:20:39+08:00
DIOR-FR-M1388OEJP_M19I-20260815,Dior,Medium Dior Blooming Basket Bag,Dior Blooming,M1388OEJP_M19I,handbags,handbag,tote,Automne-Hiver 2026-2027 Fashion Show,,Raffia-effect Cannage and calfskin,beige,Gold-finish Dior signature hardware,51 x 31.5 x 15 cm (Longueur x Hauteur x Largeur),51,31.5,15,medium,FR,France,EUR,3100,numeric,available_online,https://www.dior.com/fr_fr/fashion/products/M1388OEJP_M19I,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/fr_fr/fashion/mode-femme/sacs/tous-les-sacs,2026-08-15T20:20:39+08:00
DIOR-US-M1388OEJP_M19I-20260815,Dior,Medium Dior Blooming Basket Bag,Dior Blooming,M1388OEJP_M19I,handbags,handbag,tote,Automne-Hiver 2026-2027 Fashion Show,,Raffia-effect Cannage and calfskin,beige,Gold-finish Dior signature hardware,51 x 31.5 x 15 cm (Longueur x Hauteur x Largeur),51,31.5,15,medium,US,United States,USD,3700,numeric,sold_out_online,https://www.dior.com/en_us/fashion/products/M1388OEJP_M19I,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/en_us/fashion/womens-fashion/bags/all-the-bags,2026-08-15T20:20:39+08:00
DIOR-FR-M1324OWHP_M51U-20260815,Dior,Medium Dior Book Tote,Dior Book Tote,M1324OWHP_M51U,handbags,handbag,tote,Automne-Hiver 2026-2027 Fashion Show,True,Macrocannage calfskin,beige powder,Gold-finish Dior signature hardware,36.5 x 28 x 16.5 cm (Longueur x Hauteur x Largeur),36.5,28,16.5,medium,FR,France,EUR,3650,numeric,available_online,https://www.dior.com/fr_fr/fashion/products/M1324OWHP_M51U,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/fr_fr/fashion/mode-femme/sacs/tous-les-sacs,2026-08-15T20:20:39+08:00
DIOR-US-M1324OWHP_M51U-20260815,Dior,Medium Dior Book Tote,Dior Book Tote,M1324OWHP_M51U,handbags,handbag,tote,Automne-Hiver 2026-2027 Fashion Show,True,Macrocannage calfskin,beige powder,Gold-finish Dior signature hardware,36.5 x 28 x 16.5 cm (Longueur x Hauteur x Largeur),36.5,28,16.5,medium,US,United States,USD,,unresolved,available_online,https://www.dior.com/en_us/fashion/products/M1324OWHP_M51U,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/en_us/fashion/womens-fashion/bags/all-the-bags,2026-08-15T20:20:39+08:00
DIOR-FR-M1354OEUB_M918-20260815,Dior,Medium Dior Book Tote with Strap,Dior Book Tote,M1354OEUB_M918,handbags,handbag,tote,Automne-Hiver 2026-2027 Fashion Show,True,Crochet embroidered Dior Médaillon,beige,Gold-finish Dior signature hardware,36 x 27.5 x 16.5 cm (Longueur x Hauteur x Largeur),36,27.5,16.5,medium,FR,France,EUR,3600,numeric,available_online,https://www.dior.com/fr_fr/fashion/products/M1354OEUB_M918,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/fr_fr/fashion/mode-femme/sacs/tous-les-sacs,2026-08-15T20:20:39+08:00
DIOR-US-M1354OEUB_M918-20260815,Dior,Medium Dior Book Tote with Strap,Dior Book Tote,M1354OEUB_M918,handbags,handbag,tote,Automne-Hiver 2026-2027 Fashion Show,True,Crochet embroidered Dior Médaillon,beige,Gold-finish Dior signature hardware,36 x 27.5 x 16.5 cm (Longueur x Hauteur x Largeur),36,27.5,16.5,medium,US,United States,USD,,unresolved,available_online,https://www.dior.com/en_us/fashion/products/M1354OEUB_M918,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/en_us/fashion/womens-fashion/bags/all-the-bags,2026-08-15T20:20:39+08:00
DIOR-FR-M3920QDWP_M98H-20260815,Dior,Medium Dior Médaillon Flap Bag,Dior Médaillon,M3920QDWP_M98H,handbags,handbag,flap_bag,Automne-Hiver 2026-2027 Fashion Show,,Grained calfskin,khaki,Gold-finish Dior signature hardware,23 x 16 x 6.5 cm (Longueur x Hauteur x Largeur),23,16,6.5,medium,FR,France,EUR,3500,numeric,available_online,https://www.dior.com/fr_fr/fashion/products/M3920QDWP_M98H,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/fr_fr/fashion/mode-femme/sacs/tous-les-sacs,2026-08-15T20:20:39+08:00
DIOR-US-M3920QDWP_M98H-20260815,Dior,Medium Dior Médaillon Flap Bag,Dior Médaillon,M3920QDWP_M98H,handbags,handbag,flap_bag,Automne-Hiver 2026-2027 Fashion Show,,Grained calfskin,khaki,Gold-finish Dior signature hardware,23 x 16 x 6.5 cm (Longueur x Hauteur x Largeur),23,16,6.5,medium,US,United States,USD,,unresolved,available_online,https://www.dior.com/en_us/fashion/products/M3920QDWP_M98H,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/en_us/fashion/womens-fashion/bags/all-the-bags,2026-08-15T20:20:39+08:00
DIOR-FR-M3919QDWP_M900-20260815,Dior,Small Dior Médaillon Flap Bag,Dior Médaillon,M3919QDWP_M900,handbags,handbag,flap_bag,Automne-Hiver 2026-2027 Fashion Show,,Grained calfskin,black,Gold-finish Dior signature hardware,21 x 12 x 5.5 cm (Longueur x Hauteur x Largeur),21,12,5.5,small,FR,France,EUR,3200,numeric,available_online,https://www.dior.com/fr_fr/fashion/products/M3919QDWP_M900,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/fr_fr/fashion/mode-femme/sacs/tous-les-sacs,2026-08-15T20:20:39+08:00
DIOR-US-M3919QDWP_M900-20260815,Dior,Small Dior Médaillon Flap Bag,Dior Médaillon,M3919QDWP_M900,handbags,handbag,flap_bag,Automne-Hiver 2026-2027 Fashion Show,,Grained calfskin,black,Gold-finish Dior signature hardware,21 x 12 x 5.5 cm (Longueur x Hauteur x Largeur),21,12,5.5,small,US,United States,USD,,unresolved,available_online,https://www.dior.com/en_us/fashion/products/M3919QDWP_M900,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/en_us/fashion/womens-fashion/bags/all-the-bags,2026-08-15T20:20:39+08:00
DIOR-FR-M1532QTZQ_M928-20260815,Dior,Medium Dior Médaillon Bucket Bag,Dior Médaillon,M1532QTZQ_M928,handbags,handbag,bucket,Automne-Hiver 2026-2027 Fashion Show,,Dior Oblique jacquard,blue,Gold-finish Dior signature hardware,26.5 x 26 x 15 cm (Longueur x Hauteur x Largeur),26.5,26,15,medium,FR,France,EUR,3450,numeric,available_online,https://www.dior.com/fr_fr/fashion/products/M1532QTZQ_M928,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/fr_fr/fashion/mode-femme/sacs/tous-les-sacs,2026-08-15T20:20:39+08:00
DIOR-US-M1532QTZQ_M928-20260815,Dior,Medium Dior Médaillon Bucket Bag,Dior Médaillon,M1532QTZQ_M928,handbags,handbag,bucket,Automne-Hiver 2026-2027 Fashion Show,,Dior Oblique jacquard,blue,Gold-finish Dior signature hardware,26.5 x 26 x 15 cm (Longueur x Hauteur x Largeur),26.5,26,15,medium,US,United States,USD,4000,numeric,available_online,https://www.dior.com/en_us/fashion/products/M1532QTZQ_M928,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/en_us/fashion/womens-fashion/bags/all-the-bags,2026-08-15T20:20:39+08:00
DIOR-FR-M1412PHJX_M79G-20260815,Dior,Diorly Medium Bag,Diorly,M1412PHJX_M79G,handbags,handbag,shoulder_bag,Automne-Hiver 2026-2027 Fashion Show,,Suede calfskin,grey,Gold-finish Dior signature hardware,31.5 x 25 x 8 cm (Longueur x Hauteur x Largeur),31.5,25,8,medium,FR,France,EUR,3850,numeric,available_online,https://www.dior.com/fr_fr/fashion/products/M1412PHJX_M79G,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/fr_fr/fashion/mode-femme/sacs/tous-les-sacs,2026-08-15T20:20:39+08:00
DIOR-US-M1412PHJX_M79G-20260815,Dior,Diorly Medium Bag,Diorly,M1412PHJX_M79G,handbags,handbag,shoulder_bag,Automne-Hiver 2026-2027 Fashion Show,,Suede calfskin,grey,Gold-finish Dior signature hardware,31.5 x 25 x 8 cm (Longueur x Hauteur x Largeur),31.5,25,8,medium,US,United States,USD,,unresolved,available_online,https://www.dior.com/en_us/fashion/products/M1412PHJX_M79G,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/en_us/fashion/womens-fashion/bags/all-the-bags,2026-08-15T20:20:39+08:00
DIOR-FR-M1411OHJW_M911-20260815,Dior,Diorly Large Bag,Diorly,M1411OHJW_M911,handbags,handbag,shoulder_bag,Automne-Hiver 2026-2027 Fashion Show,,Calfskin Flat Cannage,black,Gold-finish Dior signature hardware,39 x 31 x 10 cm (Longueur x Hauteur x Largeur),39,31,10,large,FR,France,EUR,4500,numeric,available_online,https://www.dior.com/fr_fr/fashion/products/M1411OHJW_M911,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/fr_fr/fashion/mode-femme/sacs/tous-les-sacs,2026-08-15T20:20:39+08:00
DIOR-US-M1411OHJW_M911-20260815,Dior,Diorly Large Bag,Diorly,M1411OHJW_M911,handbags,handbag,shoulder_bag,Automne-Hiver 2026-2027 Fashion Show,,Calfskin Flat Cannage,black,Gold-finish Dior signature hardware,39 x 31 x 10 cm (Longueur x Hauteur x Largeur),39,31,10,large,US,United States,USD,5200,numeric,available_online,https://www.dior.com/en_us/fashion/products/M1411OHJW_M911,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/en_us/fashion/womens-fashion/bags/all-the-bags,2026-08-15T20:20:39+08:00
DIOR-FR-M0715OUQO_M900-20260815,Dior,Dior Bow Small Bag,Dior Bow,M0715OUQO_M900,handbags,handbag,shoulder_bag,Automne-Hiver 2026-2027 Fashion Show,,Lambskin,black,Gold-finish Dior signature hardware,26 x 16 x 10 cm (Longueur x Hauteur x Largeur),26,16,10,small,FR,France,EUR,3700,numeric,available_online,https://www.dior.com/fr_fr/fashion/products/M0715OUQO_M900,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/fr_fr/fashion/mode-femme/sacs/tous-les-sacs,2026-08-15T20:20:39+08:00
DIOR-US-M0715OUQO_M900-20260815,Dior,Dior Bow Small Bag,Dior Bow,M0715OUQO_M900,handbags,handbag,shoulder_bag,Automne-Hiver 2026-2027 Fashion Show,,Lambskin,black,Gold-finish Dior signature hardware,26 x 16 x 10 cm (Longueur x Hauteur x Largeur),26,16,10,small,US,United States,USD,4400,numeric,available_online,https://www.dior.com/en_us/fashion/products/M0715OUQO_M900,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/en_us/fashion/womens-fashion/bags/all-the-bags,2026-08-15T20:20:39+08:00
DIOR-FR-M0457CUQW_M900-20260815,Dior,Saddle Small Bag with Strap,Saddle,M0457CUQW_M900,handbags,handbag,flap_bag,Automne-Hiver 2026-2027 Fashion Show,True,Grained calfskin,black,Gold-finish Dior signature hardware,20 x 16 x 5 cm (Longueur x Hauteur x Largeur),20,16,5,small,FR,France,EUR,3650,numeric,available_online,https://www.dior.com/fr_fr/fashion/products/M0457CUQW_M900,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/fr_fr/fashion/mode-femme/sacs/tous-les-sacs,2026-08-15T20:20:39+08:00
DIOR-US-M0457CUQW_M900-20260815,Dior,Saddle Small Bag with Strap,Saddle,M0457CUQW_M900,handbags,handbag,flap_bag,Automne-Hiver 2026-2027 Fashion Show,True,Grained calfskin,black,Gold-finish Dior signature hardware,20 x 16 x 5 cm (Longueur x Hauteur x Largeur),20,16,5,small,US,United States,USD,4400,numeric,available_online,https://www.dior.com/en_us/fashion/products/M0457CUQW_M900,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/en_us/fashion/womens-fashion/bags/all-the-bags,2026-08-15T20:20:39+08:00
DIOR-FR-M2836OSNW_M900-20260815,Dior,Dior Toujours Vertical Medium Tote,Dior Toujours,M2836OSNW_M900,handbags,handbag,tote,Automne-Hiver 2026-2027 Fashion Show,,Calfskin Macrocannage,black,Gold-finish Dior signature hardware,23 x 24 x 16 cm (Longueur x Hauteur x Largeur),23,24,16,medium,FR,France,EUR,3450,numeric,available_online,https://www.dior.com/fr_fr/fashion/products/M2836OSNW_M900,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/fr_fr/fashion/mode-femme/sacs/tous-les-sacs,2026-08-15T20:20:39+08:00
DIOR-US-M2836OSNW_M900-20260815,Dior,Dior Toujours Vertical Medium Tote,Dior Toujours,M2836OSNW_M900,handbags,handbag,tote,Automne-Hiver 2026-2027 Fashion Show,,Calfskin Macrocannage,black,Gold-finish Dior signature hardware,23 x 24 x 16 cm (Longueur x Hauteur x Largeur),23,24,16,medium,US,United States,USD,4100,numeric,available_online,https://www.dior.com/en_us/fashion/products/M2836OSNW_M900,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/en_us/fashion/womens-fashion/bags/all-the-bags,2026-08-15T20:20:39+08:00
DIOR-FR-M2822OSNW_M900-20260815,Dior,Dior Toujours Small Bag,Dior Toujours,M2822OSNW_M900,handbags,handbag,tote,Automne-Hiver 2026-2027 Fashion Show,,Calfskin Macrocannage,black,Gold-finish Dior signature hardware,23 x 15.5 x 12 cm (Longueur x Hauteur x Largeur),23,15.5,12,small,FR,France,EUR,3200,numeric,available_online,https://www.dior.com/fr_fr/fashion/products/M2822OSNW_M900,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/fr_fr/fashion/mode-femme/sacs/tous-les-sacs,2026-08-15T20:20:39+08:00
DIOR-US-M2822OSNW_M900-20260815,Dior,Dior Toujours Small Bag,Dior Toujours,M2822OSNW_M900,handbags,handbag,tote,Automne-Hiver 2026-2027 Fashion Show,,Calfskin Macrocannage,black,Gold-finish Dior signature hardware,23 x 15.5 x 12 cm (Longueur x Hauteur x Largeur),23,15.5,12,small,US,United States,USD,3900,numeric,available_online,https://www.dior.com/en_us/fashion/products/M2822OSNW_M900,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.dior.com/en_us/fashion/womens-fashion/bags/all-the-bags,2026-08-15T20:20:39+08:00
