brand,sku_or_reference,product_name,product_family,material,dimensions,france_price,france_currency,france_url,us_price,us_currency,us_url,match_method,match_confidence,conflicting_attributes,review_required,france_observation_id,us_observation_id,status
Dior,M1532QTZQ_M928,Medium Dior Médaillon Bucket Bag,Dior Médaillon,Dior Oblique jacquard,26.5 x 26 x 15 cm (Longueur x Hauteur x Largeur),3450,EUR,https://www.dior.com/fr_fr/fashion/products/M1532QTZQ_M928,4000,USD,https://www.dior.com/en_us/fashion/products/M1532QTZQ_M928,exact_official_reference,high,,False,DIOR-FR-M1532QTZQ_M928-20260815,DIOR-US-M1532QTZQ_M928-20260815,MATCHED
Dior,M2822OSNW_M900,Dior Toujours Small Bag,Dior Toujours,Calfskin Macrocannage,23 x 15.5 x 12 cm (Longueur x Hauteur x Largeur),3200,EUR,https://www.dior.com/fr_fr/fashion/products/M2822OSNW_M900,3900,USD,https://www.dior.com/en_us/fashion/products/M2822OSNW_M900,exact_official_reference,high,,False,DIOR-FR-M2822OSNW_M900-20260815,DIOR-US-M2822OSNW_M900-20260815,MATCHED
Dior,M2836OSNW_M900,Dior Toujours Vertical Medium Tote,Dior Toujours,Calfskin Macrocannage,23 x 24 x 16 cm (Longueur x Hauteur x Largeur),3450,EUR,https://www.dior.com/fr_fr/fashion/products/M2836OSNW_M900,4100,USD,https://www.dior.com/en_us/fashion/products/M2836OSNW_M900,exact_official_reference,high,,False,DIOR-FR-M2836OSNW_M900-20260815,DIOR-US-M2836OSNW_M900-20260815,MATCHED
Louis Vuitton,M29099,Sac Multipass Mini,Multipass,Toile Monogram,17.5 x 18 x 9.5 cm (Longueur x Hauteur x Largeur),1800,EUR,https://fr.louisvuitton.com/fra-fr/produits/sac-multipass-mini-monogram-nvprod7890075v/M29099,2230,USD,https://us.louisvuitton.com/eng-us/products/multipass-mini-monogram-nvprod7890075v/M29099,exact_official_reference,high,,False,LOUIS_VUITTON-FR-M29099-20260815,LOUIS_VUITTON-US-M29099-20260815,MATCHED
Louis Vuitton,M2A038,Sac Speedy Bandoulière 25,Speedy,Monogram Dune canvas,26 x 19 x 15 cm (Longueur x Hauteur x Largeur),3200,EUR,https://fr.louisvuitton.com/fra-fr/produits/sac-speedy-soft-25-lv-crafty-autres-toiles-monogram-nvprod7890058v/M2A038,4150,USD,https://us.louisvuitton.com/eng-us/products/speedy-bandouliere-25-autres-toiles-monogram-nvprod7890058v/M2A038,exact_official_reference,high,,False,LOUIS_VUITTON-FR-M2A038-20260815,LOUIS_VUITTON-US-M2A038-20260815,MATCHED
Louis Vuitton,M2A840,Sac Multipass Mini,Multipass,Other leathers,17.5 x 18 x 9.5 cm (Longueur x Hauteur x Largeur),2000,EUR,https://fr.louisvuitton.com/fra-fr/produits/sac-multipass-mini-other-leathers-nvprod7890076v/M2A840,2480,USD,https://us.louisvuitton.com/eng-us/products/multipass-mini-other-leathers-nvprod7890076v/M2A840,exact_official_reference,high,,False,LOUIS_VUITTON-FR-M2A840-20260815,LOUIS_VUITTON-US-M2A840-20260815,MATCHED
Louis Vuitton,M3A247,Sac Multipass Mini,Multipass,Fashion Leather,17.5 x 18 x 9.5 cm (Longueur x Hauteur x Largeur),2000,EUR,https://fr.louisvuitton.com/fra-fr/produits/sac-multipass-mini-other-leathers-nvprod7890076v/M3A247,2480,USD,https://us.louisvuitton.com/eng-us/products/multipass-mini-other-leathers-nvprod7890076v/M3A247,exact_official_reference,high,,False,LOUIS_VUITTON-FR-M3A247-20260815,LOUIS_VUITTON-US-M3A247-20260815,MATCHED
Louis Vuitton,M3A389,Sac Multipass Mini,Multipass,Textile / Other Canvas,17.5 x 18 x 9.5 cm (Longueur x Hauteur x Largeur),2000,EUR,https://fr.louisvuitton.com/fra-fr/produits/sac-multipass-mini-nvprod7890081v/M3A389,2480,USD,https://us.louisvuitton.com/eng-us/products/multipass-mini-nvprod7890081v/M3A389,exact_official_reference,high,,False,LOUIS_VUITTON-FR-M3A389-20260815,LOUIS_VUITTON-US-M3A389-20260815,MATCHED
Hermès,H084151CKAC,Sac Hermès Videpoches,Videpoches,Barénia Faubourg calfskin,L 27 x H 14 x P 4 cm,3300,EUR,https://www.hermes.com/fr/fr/product/sac-hermes-videpoches-H084151CKAC/,4750,USD,https://www.hermes.com/us/en/product/hermes-videpoches-bag-H084151CKAC/,exact_official_reference,high,,False,HERMÈS-FR-H084151CKAC-20260815,HERMÈS-US-H084151CKAC-20260815,MATCHED
Hermès,H085408CKAW,Sac Hermès Geta,Geta,Calfskin,,5300,EUR,https://www.hermes.com/fr/fr/product/sac-hermes-geta-H085408CKAW/,7650,USD,https://www.hermes.com/us/en/product/hermes-geta-bag-H085408CKAW/,exact_official_reference,high,,False,HERMÈS-FR-H085408CKAW-20260815,HERMÈS-US-H085408CKAW-20260815,MATCHED
Hermès,H088914CK89,Sac Hermès Videpoches,Videpoches,Togo calfskin,L 27 x H 14 x P 4 cm,3800,EUR,https://www.hermes.com/fr/fr/product/sac-hermes-videpoches-H088914CK89/,5500,USD,https://www.hermes.com/us/en/product/hermes-videpoches-bag-H088914CK89/,exact_official_reference,high,,False,HERMÈS-FR-H088914CK89-20260815,HERMÈS-US-H088914CK89-20260815,MATCHED
